vendor,model,type,protocol,port,url
Truvision,*,FFMPEG,rtsp,0,/Streaming/channels/702
Truvision,*,FFMPEG,rtsp,1024,/Streaming/Unicast/channels/202
Truvision,*,FFMPEG,rtsp,10554,/Streaming/channels/901
Truvision,t17924-16ls,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Truvision,tvd-1203,FFMPEG,rtsp,554,/11
Truvision,tvd-5303,FFMPEG,rtsp,554,/11
Truvision,tvd-5305,FFMPEG,rtsp,554,/11
Truvision,tvd-n210v-2-n,FFMPEG,rtsp,554,/11
Truvision,uvp-n120p-36x-p,FFMPEG,rtsp,554,/11
Truvision,tvf-3104,FFMPEG,rtsp,554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Truvision,tvb-5607,FFMPEG,rtsp,554,/videoMain
Truvision,tvb-5605,FFMPEG,rtsp,554,/videoMain
Truvision,*,FFMPEG,rtsp,554,/0
Truvision,*,FFMPEG,rtsp,554,/rtsph2641080p
Truvision,*,MJPEG,http,0,/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]
Tenda,c-30,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Tenda,c5,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Tenda,c50s,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Tenda,*,JPEG,http,0,/img/snapshot.cgi?size=2
Tenda,*,MJPEG,http,0,/videostream.cgi?rate=11
Tenda,*,MJPEG,http,0,/videostream.cgi?
Tenda,*,MJPEG,http,0,/videostream.cgi
Tenda,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]
Tenda,c50,FFMPEG,rtsp,0,/11
Tenda,*,FFMPEG,rtsp,0,/0
Tenda,c-50,JPEG,http,0,/tmpfs/auto.jpg
Tenda,c-59,JPEG,http,0,/tmpfs/auto.jpg
Tenda,*,VLC,rtsp,0,/cam/realmonitor?channel=[CHANNEL]&subtype=00
Tenda,*,FFMPEG,http,0,/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]
Tenda,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Tenda,*,FFMPEG,http,0,/videostream.cgi?resolution=8&rate=13
Tenda,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Tenda,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Tenda,ch3,FFMPEG,rtsp,554,/profile0
Tenda,ch3-v1-0,FFMPEG,rtsp,554,/profile0
Tenda,ch3-wca,FFMPEG,rtsp,554,/profile0
Tenda,cp3,FFMPEG,rtsp,554,/profile0
Tenda,cp7,FFMPEG,rtsp,554,/profile0
Tenda,ct3,FFMPEG,rtsp,554,/profile0
Tenda,ic7-lprs,FFMPEG,rtsp,554,/profile0
Tenda,ch7,FFMPEG,rtsp,0,/ch=1?subtype=0
Tenda,rp3-pro,FFMPEG,rtsp,0,/ch=1?subtype=0
Tenda,rh3,FFMPEG,rtsp,0,/ch=1?subtype=0
Tenda,ch9-wca,FFMPEG,rtsp,0,/ch=1?subtype=0
Tenda,ch3-v2-0,FFMPEG,rtsp,0,/ch=1?subtype=0
Tenda,ch9,FFMPEG,rtsp,554,/ch=2?subtype=0
Trassir,2141,FFMPEG,rtsp,554,/live/main
Trassir,2143,FFMPEG,rtsp,554,/live/main
Trassir,3243,FFMPEG,rtsp,554,/live/main
Trassir,d2b5,FFMPEG,rtsp,554,/live/main
Trassir,d2s5,FFMPEG,rtsp,554,/live/main
Trassir,d8121ir2v3,FFMPEG,rtsp,554,/live/main
Trassir,d8121ir2v4,FFMPEG,rtsp,554,/live/main
Trassir,d8121irv4,FFMPEG,rtsp,554,/live/main
Trassir,ipc-m0502,FFMPEG,rtsp,554,/live/main
Trassir,tr-2141,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2121ir3,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2123ir6,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2143ir6,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2221wdir4,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2d1,FFMPEG,rtsp,554,/live/main
Trassir,tr-d3121ir1,FFMPEG,rtsp,554,/live/main
Trassir,tr-d4141r1,FFMPEG,rtsp,554,/live/main
Trassir,tr-d4s5-v2,FFMPEG,rtsp,554,/live/main
Trassir,tr-d7111ir1w,FFMPEG,rtsp,554,/live/main
Trassir,tr-d7141ir1,FFMPEG,rtsp,554,/live/main
Trassir,tr-d8111ir2w,FFMPEG,rtsp,554,/live/main
Trassir,tr-d8121ir2w,FFMPEG,rtsp,554,/live/main
Trassir,tr-d8121wdir2v2,FFMPEG,rtsp,554,/live/main
Trassir,tr-d9151,FFMPEG,rtsp,554,/live/main
Trassir,tr-w2c1,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2s5v2,FFMPEG,rtsp,554,/live/main
Trassir,d2b6v2,FFMPEG,rtsp,554,/live/main
Trassir,tr-w2s1pt,FFMPEG,rtsp,554,/live/main
Trassir,tr-d2b6-v2,FFMPEG,rtsp,554,/live/main
Trassir,tr-d4101ir1v3,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Trassir,*,FFMPEG,rtsp,554,/live/sub
Trassir,tr-d8121ir2v6,FFMPEG,rtsp,554,/cam/realmonitor?channel=1&subtype=00&authbasic=[AUTH]
Trassir,tr-x204v2,FFMPEG,rtsp,554,/cam/realmonitor?channel=1&subtype=00&authbasic=[AUTH]
Trassir,tr-d3152zir2v2,FFMPEG,rtsp,554,/
Topica Cctv,107,MJPEG,http,0,/video.cgi?resolution=VGA
Topica Cctv,301,MJPEG,http,0,/video.cgi?resolution=VGA
Topica Cctv,42352,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,42353,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,42532,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,4400,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,ipa-5857,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,ipa-6440,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,tcam-2390,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Topica Cctv,fs-mpb20p-2812,VLC,http,0,/ipcam/avc.cgi?audiostream=[CHANNEL]
Topica Cctv,ipb-9389,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Topica Cctv,my-310,FFMPEG,rtsp,0,/live0.264
Topica Cctv,unknown,VLC,rtsp,0,/av2
Topica Cctv,*,VLC,rtsp,0,/h264/media.amp
Topica Cctv,*,JPEG,http,0,/image.jpg
Topica Cctv,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Topica Cctv,*,JPEG,http,0,/img/snapshot.cgi?size=2
Topica Cctv,*,VLC,rtsp,0,/live/mpeg4
Topica Cctv,tip-303ez,MJPEG,http,80,/?action=stream
Topica Cctv,top-107hmp,VLC,http,0,/axis-cgi/mjpg/video.cgi
Topica Cctv,top-301,VLC,http,0,/axis-cgi/mjpg/video.cgi
Topica Cctv,top-23xip,FFMPEG,rtsp,0,/1
Topica Cctv,top-757vpc,VLC,rtsp,0,/cam1/mpeg4
Topica Cctv,top-788hmp,VLC,rtsp,0,/cam1/mpeg4
Topica Cctv,top-757vpc-mir,VLC,rtsp,0,/cam[CHANNEL]/h264
Topica Cctv,top-788,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Topica Cctv,top-788xmp,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Topica Cctv,*,JPEG,http,0,/image.cgi?resolution=[WIDTH]x[HEIGHT]
Topica Cctv,*,MJPEG,http,0,/video.cgi?resolution=[WIDTH]x[HEIGHT]
Topica Cctv,tp-s26404dr,JPEG,http,0,/cgi-bin/net_jpeg.cgi?ch=[CHANNEL]
Tp-ipc,100,FFMPEG,rtsp,554,/stream1
Tp-ipc,310,FFMPEG,rtsp,554,/stream1
Tp-ipc,424-a,FFMPEG,rtsp,554,/stream1
Tp-ipc,c100,FFMPEG,rtsp,554,/stream1
Tp-ipc,c110,FFMPEG,rtsp,554,/stream1
Tp-ipc,c200,FFMPEG,rtsp,554,/stream1
Tp-ipc,c210,FFMPEG,rtsp,554,/stream1
Tp-ipc,c211,FFMPEG,rtsp,554,/stream1
Tp-ipc,c320ws,FFMPEG,rtsp,554,/stream1
Tp-ipc,c400hp,FFMPEG,rtsp,554,/stream1
Tp-ipc,f782,FFMPEG,rtsp,554,/stream1
Tp-ipc,ipc424-a,FFMPEG,rtsp,554,/stream1
Tp-ipc,t100,FFMPEG,rtsp,554,/stream1
Tp-ipc,c225,FFMPEG,rtsp,554,/stream1
Tp-ipc,tapo65,FFMPEG,rtsp,554,/stream1
Tp-ipc,tc60,FFMPEG,rtsp,554,/stream1
Tp-ipc,200,FFMPEG,rtsp,554,/stream1
Tp-ipc,c500,FFMPEG,rtsp,554,/stream1
Tp-ipc,c510w,FFMPEG,rtsp,554,/stream1
Tp-ipc,c22,FFMPEG,rtsp,554,/stream2
Tp-ipc,c320ws-2,FFMPEG,rtsp,554,/stream2
Tp-ipc,tc40,FFMPEG,rtsp,554,/stream2
Tp-ipc,*,FFMPEG,rtsp,0,/
Tp-ipc,*,FFMPEG,rtsp,5544,/11
Tonton,unknown,FFMPEG,rtsp,0,/
Tonton,t8zd2-10,FFMPEG,rtsp,0,/
Tonton,*,JPEG,http,80,/cgi-bin/snapshot.cgi?chn=2&u=[USERNAME]&p=[PASSWORD]
Tonton,1329,FFMPEG,rtsp,7070,/11
Tonton,c1319dn4-h,FFMPEG,rtsp,7070,/11
Tonton,c6f0sgz0p5l2,FFMPEG,rtsp,7070,/11
Tonton,c6f0sgz3n0p5l2,FFMPEG,rtsp,7070,/11
Tonton,c6f0sgz3n0p6l2,FFMPEG,rtsp,7070,/11
Tonton,x001yavp5p,FFMPEG,rtsp,7070,/11
Tonton,c1319dn4h1808,JPEG,http,554,/tmpfs/auto.jpg
Tonton,c6fosgz3nop6l2,JPEG,http,554,/tmpfs/auto.jpg
Tonton,ipc365,JPEG,http,554,/tmpfs/auto.jpg
Tonton,tcw51a-2mp,JPEG,http,554,/tmpfs/auto.jpg
Tonton,1pj2-2019b,JPEG,http,0,/cgi-bin/snapshot.cgi?chn=[CHANNEL]&u=[USERNAME]&p=[PASSWORD]
Tonton,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Tonton,*,VLC,rtsp,0,/[CHANNEL]/[USERNAME]:[PASSWORD]/main
Tonton,pe3020-w,FFMPEG,rtsp,554,/0/[USERNAME]:[PASSWORD]/main
Tonton,1pj2-2019w,JPEG,http,80,/cgi-bin/snapshot.cgi?chn=3&u=[USERNAME]&p=
Tonton,*,JPEG,http,80,/cgi-bin/snapshot.cgi?chn=1&u=[USERNAME]&p=
Tonton,c6f0soz3n0pfl2,FFMPEG,rtsp,554,/1
Topcam,201,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Topcam,ipah200-p,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Topcam,sl-130ipc36wf,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Topcam,top-201,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Topcam,top-308,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Topcam,top52,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Topcam,*,JPEG,http,0,/snap.jpg?JpegCam=[CHANNEL]
Topcam,7052,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Topcam,ipa-7063,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Topcam,ipa8079,FFMPEG,http,0,/videostream.asf?usr=[USERNAME]&pwd=[PASSWORD]
Topcam,unknown,FFMPEG,rtsp,0,/ONVIF/channel1
Topcam,*,MJPEG,http,0,/mjpeg.cgi
Topcam,*,MJPEG,http,0,/videostream.cgi?rate=11
Topcam,sl-30ipc01z,MJPEG,http,0,/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]
Topcam,sl-720ipc02z,MJPEG,http,0,/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]
Topcam,sl-910iw30,MJPEG,http,0,/videostream.cgi?rate=0&user=[USERNAME]&pwd=[PASSWORD]
Topcam,*,JPEG,http,0,/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]
Topcam,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32
Topcam,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]
Topcam,top-228wf,FFMPEG,mms,554,/img/video.asf
Topcam,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Tmezon,aes-30h100e,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Tmezon,mz-w205cr,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Tmezon,aes-30h100e-a1,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Tmezon,mz-adh1216,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Tmezon,mz-ahd1208,FFMPEG,rtsp,0,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Tmezon,aes30h200e,FFMPEG,rtsp,0,/mpeg4
Tmezon,aes-h301,FFMPEG,rtsp,0,/mpeg4
Tmezon,bp20s-1h,FFMPEG,rtsp,0,/mpeg4
Tmezon,mz-205cr,FFMPEG,rtsp,0,/mpeg4
Tmezon,mz-w205cr-a,FFMPEG,rtsp,0,/mpeg4
Tmezon,unknown,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Tmezon,s836-5520phr-ai,FFMPEG,rtsp,5544,/1
Tmezon,*,FFMPEG,rtsp,554,/
Tmezon,*,FFMPEG,http,8080,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=320x240
Tmezon,*,JPEG,http,0,/cgi-bin/snapshot.cgi?chn=[CHANNEL]&u=[USERNAME]&p=[PASSWORD]
Trust,9411m,FFMPEG,rtsp,0,/profile1
Trust,nw-7100,JPEG,http,0,/image.jpg
Trust,*,MJPEG,http,0,/video.cgi
Trust,*,MJPEG,http,0,/mjpeg.cgi
Trust,*,MJPEG,http,0,/video.cgi?resolution=[WIDTH]x[HEIGHT]
Trust,nw-7500,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32
Trust,unknown,MJPEG,http,0,/video.mjpg
Trust,*,JPEG,http,0,/goform/video2
Trust,*,JPEG,http,0,/out.jpg?id=0.5
Trust,*,MJPEG,http,0,/?action=stream
Trust,*,VLC,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]
Trust,sip1m,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=64&rate=0
Trust,ti-e36f13i,FFMPEG,rtsp,0,/cam/realmonitor
Trust,tvb-1102,VLC,rtsp,0,/cam/realmonitor?channel=[CHANNEL]&subtype=00
Trust,tvd-3102,VLC,rtsp,0,/cam/realmonitor?channel=[CHANNEL]&subtype=00
Trust,tvc-1102,FFMPEG,rtsp,0,/Streaming/Channels/1
Trust,tvc-1201,FFMPEG,rtsp,0,/Streaming/Channels/1
Tiandy,cm321,FFMPEG,rtsp,5544,/11
Tiandy,tc-c321n,FFMPEG,rtsp,5544,/11
Tiandy,tc-321n,FFMPEG,rtsp,554,/h264_stream
Tiandy,tc-c320n,FFMPEG,rtsp,554,/h264_stream
Tiandy,tc-c34xn,FFMPEG,rtsp,554,/h264_stream
Tiandy,tc-c35us,FFMPEG,rtsp,554,/h264_stream
Tiandy,tc-h332n,FFMPEG,rtsp,554,/0
Tiandy,tc-c32kn,VLC,rtsp,0,/live3.sdp
Tiandy,tc-c32qn,VLC,rtsp,0,/live3.sdp
Tiandy,tc-c34qn,VLC,rtsp,0,/live3.sdp
Tiandy,tc-c34sp,VLC,rtsp,0,/live3.sdp
Tiandy,tc-nc44m,VLC,rtsp,0,/live3.sdp
Tiandy,*,FFMPEG,rtsp,554,/
Titathink,gf-h100,FFMPEG,rtsp,0,/11
Titathink,tt531w-n,FFMPEG,rtsp,0,/11
Titathink,tt520pw,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Titathink,tt522pw,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Titathink,tt522pw-pro,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Titathink,tt730pw,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]
Titathink,tt522w-pro,FFMPEG,rtsp,0,/live/0/onvif.sdp
Titathink,tt525pw,FFMPEG,rtsp,0,/live/0/onvif.sdp
Titathink,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Titathink,*,FFMPEG,rtsp,8554,/1.3gp
Titathink,*,JPEG,http,0,/tmpfs/auto.jpg
Uniview,1234,FFMPEG,rtsp,0,/media/video1
Uniview,12345,FFMPEG,rtsp,0,/media/video1
Uniview,ipc1112060880,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2121rs3,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2122sr3-pf36,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2123lr3-pf28m-f,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2124er3-dpf40,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2124lr3-pf40,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2124sr3-dpf36,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2125sr3-adupf40,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2222er5-dupf40-c,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2224sr5-dpf40-b,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2322ebr-p,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2324ebr-dp,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2324ebr-dpz28,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2333,FFMPEG,rtsp,0,/media/video1
Uniview,ipc242er5-dl,FFMPEG,rtsp,0,/media/video1
Uniview,ipc252era-x22,FFMPEG,rtsp,0,/media/video1
Uniview,ipc322lr-mlp28-ru,FFMPEG,rtsp,0,/media/video1
Uniview,ipc322sb,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3232er3-dvz28-c,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3235er3-duvz,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3611sr3,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3614sr3-dpf28m,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3614sr3-dpf36,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3615se-adf28km-wl-io,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3615sr3-adf28k-g,FFMPEG,rtsp,0,/media/video1
Uniview,ipc6252sl-x33up,FFMPEG,rtsp,0,/media/video1
Uniview,ipc642e-x22-in,FFMPEG,rtsp,0,/media/video1
Uniview,ipc-b112-pf28,FFMPEG,rtsp,0,/media/video1
Uniview,ipc-b114-p28,FFMPEG,rtsp,0,/media/video1
Uniview,ipc-b114-pf28,FFMPEG,rtsp,0,/media/video1
Uniview,ipc-b114-pf40,FFMPEG,rtsp,0,/media/video1
Uniview,un-ipc3611sr3,FFMPEG,rtsp,0,/media/video1
Uniview,6415sr,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2122sr3-f40w-d,FFMPEG,rtsp,0,/media/video1
Uniview,ipc2324lb-adzk-g,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3605sb-adf16km,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3612er3-pf28-b,FFMPEG,rtsp,0,/media/video1
Uniview,ipc3612lr3-pf28,FFMPEG,rtsp,0,/media/video1
Uniview,unknown,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,ipc2122sr3-pf40,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,ipc312sb-adf28k-i0,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,ipc675lfw,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,nvr201-04lp,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,nvr301-04-p4,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,ipc2122lr3-pf40-c,FFMPEG,rtsp,85,/unicast/c1/s1/live
Uniview,ipc322lr3-vspf28,FFMPEG,rtsp,554,/11
Uniview,ipc2122cr3-pf40-a,FFMPEG,rtsp,554,/11
Uniview,ipc2224er6-dsc40-c,FFMPEG,rtsp,554,/11
Uniview,ipc3612er3-pf28,FFMPEG,rtsp,554,/11
Uniview,ipc322sr3-dvpf28-mx,FFMPEG,rtsp,554,/11
Uniview,ipc2122lb-sf-40-a,FFMPEG,rtsp,554,/11
Uniview,dvz28,FFMPEG,rtsp,0,/media/video3
Uniview,ipc6252sl-x33-vf,FFMPEG,rtsp,0,/media/video3
Uniview,ip1200,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc312sr-vpf28-c,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc322er3-duvpf28-b,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc322lr3-vspf28-d,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc3234sr3-dvz28,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc324er3-dvpf28,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc324lr3-vspf28-d,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc3612lr-mlp28-ru,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc3638sr3-dpz,FFMPEG,rtsp,0,/h264_stream
Uniview,ipc3f12p-ru3,FFMPEG,rtsp,0,/h264_stream
Uniview,ipb4212m,FFMPEG,rtsp,554,/1
Uniview,ipc2324lbr3-spz28-d,FFMPEG,rtsp,554,/1
Uniview,ipc2325lbr3,FFMPEG,rtsp,554,/1
Uniview,ipc2121sr3-pf36,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2122lb-sf40-a,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2122lr-mlp40-ru,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2122sr3-upf40-c-ru,FFMPEG,rtsp,85,/videoMain
Uniview,ipc222er-f36,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2321,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2323s-ir3-f36-dt,FFMPEG,rtsp,85,/videoMain
Uniview,ipc232s-ir3-hf40-c-d,FFMPEG,rtsp,85,/videoMain
Uniview,ipc314sr-dvpf28,FFMPEG,rtsp,85,/videoMain
Uniview,ipc322sr,FFMPEG,rtsp,85,/videoMain
Uniview,ipc325er3-duvpf28,FFMPEG,rtsp,85,/videoMain
Uniview,ipc3611er3-pf28,FFMPEG,rtsp,85,/videoMain
Uniview,ipc3612,FFMPEG,rtsp,85,/videoMain
Uniview,ipc3612sr3-pf36,FFMPEG,rtsp,85,/videoMain
Uniview,ipc3614sr3-adf28k-g,FFMPEG,rtsp,85,/videoMain
Uniview,c1l-2wn,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2122lr3-pf28m-d,FFMPEG,rtsp,85,/videoMain
Uniview,ipc2325sb-dzk-i0,FFMPEG,rtsp,85,/videoMain
Uniview,ipc3612lb-adf28k,FFMPEG,rtsp,85,/videoMain
Uniview,ipc325lr3-vspf28-d,FFMPEG,rtsp,554,/media/video2
Uniview,ipc6221er-x20,FFMPEG,rtsp,554,/media/video2
Uniview,ipc328le-adf28k-g,FFMPEG,rtsp,554,/media/video2
Uniview,ipc2124lb-sf28km-g,FFMPEG,rtsp,554,/media/video0/
Uniview,ipc-d114-pf40,FFMPEG,rtsp,554,/media/video0/
Uniview,ipc2124lr5-dupf40m-f,FFMPEG,rtsp,554,/0
Uniview,ipc3614sb-adf28km-i0,FFMPEG,rtsp,554,/0
Uniview,ipc3618le-adf40k-g,FFMPEG,rtsp,554,/0
Uniview,ipc3634sb-adzk-i0,FFMPEG,rtsp,554,/0
Uniview,ipc2122sr3-f40w,FFMPEG,rtsp,554,/0
Uniview,*,FFMPEG,rtsp,554,/onvif1
Uniview,ipc322lr3-vspf40-d,FFMPEG,rtsp,554,/unicast/c1/s0/live
Uniview,*,FFMPEG,rtsp,0,/mediavideo
Uniview,ipc3232er-vs,FFMPEG,rtsp,554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Uniview,ipc2314le-adf28km-wp,FFMPEG,rtsp,554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Uniview,ipc3638se,FFMPEG,rtsp,554,/video1
Uniview,nvr304-32e,FFMPEG,rtsp,554,/unicast/c2/s1/live
Uniview,pvr08h1,JPEG,http,0,/cgi-bin/snapshot.cgi?loginuse=[USERNAME]&loginpas=[PASSWORD]
Uniview,dpf36,FFMPEG,rtsp,0,/cam1/mpeg4
Uniview,*,VLC,rtsp,554,/cam[CHANNEL]/h264
Uniview,*,VLC,rtsp,554,/ch0_0.h264
Uniview,ipc328sb-adf28k-i0,FFMPEG,rtsp,554,/live/mpeg4
Uniview,ipc3614le,FFMPEG,rtsp,554,/live
Uniview,ipc3614sr3-adpf28-f,FFMPEG,https,443,/
Uniview,*,FFMPEG,rtsp,554,/unicast/c9/s0/live
Unv,130,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,2324,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,hc121,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,ipc2122lb,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,ipc2122lr3-pf60-e,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,ipc2125le,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,ipc2328sbr5,FFMPEG,rtsp,0,/MediaInput/mpeg4
Unv,ipc321sr-vspf28,FFMPEG,rtsp,0,/MediaInput/mpeg4
